Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
Account Officer/Accountant,,,,GLISTER SUCCESS LIMITED,Ilorin,,https://ng.indeed.com/company/Glister-Success-Limited/jobs/Account-Officer-bca4ca972784e7c4?fccid=8ac2beb12737c61b&vjs=3,bca4ca972784e7c4,EmployerActive 5 days ago,2023-11-21T10:48:22.002Z,"Applications from Bsc/HND in Accounting, Business Admin.
 & Management, Banking and Finance are invited for the post of an Account officer/Accountant in a…",ng.indeed.com/applystart?jk=bca4ca972784e7c4
OFFICE ASSISTANT(SURULERE),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦30,000 a month",Full-time,,Adron Homes and Properties Limited,Lagos,,https://ng.indeed.com/company/Adron-Homes-and-Properties-Limited/jobs/Office-Assistant-e7ce01010ba65559?fccid=63b469f2486907bf&vjs=3,e7ce01010ba65559,EmployerActive 7 days ago,2023-11-21T10:48:24.977Z,"Overseeing clerical tasks, such as sorting and sending mail.
 Keeping an inventory of office supplies and ordering new materials as needed.",ng.indeed.com/applystart?jk=e7ce01010ba65559
Client Relationship Manager (Tech Sales),,,,IT Horizons Nigeria LTD,Abuja,,https://ng.indeed.com/company/IT-Horizons-Nigeria-LTD/jobs/Client-Manager-74d1935f2bbd63dc?fccid=d5fbb5d2c02f8a67&vjs=3,74d1935f2bbd63dc,EmployerActive 1 day ago,2023-11-21T10:48:24.978Z,"The position is responsible for developing, maintaining and managing sales activities of the business within Lagos environs, as well as developing and…",ng.indeed.com/applystart?jk=74d1935f2bbd63dc
House Keeping Officer,,,,Dangote Industries Limited,Nigeria,,https://ng.indeed.com/rc/clk?jk=07a8e15cc25550da&fccid=8350aecd95d957af&vjs=3,07a8e15cc25550da,PostedPosted 30+ days ago,2023-11-21T10:48:24.978Z,"Rest of Nigeria Full Time.
 As our House Keeping Officer, you will be responsible for ensuring a clean and safe environment for our employees and visitors.",ng.indeed.com/applystart?jk=07a8e15cc25550da
ACCOUNTANT (HYBRID),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦200,000 - ₦250,000 a month",Full-time,,WorQulture,Lagos,,https://ng.indeed.com/company/Worqulture/jobs/Accountant-f192fc4a6dc0a9a9?fccid=bf57189628ef38ff&vjs=3,f192fc4a6dc0a9a9,EmployerActive 4 days ago,2023-11-21T10:48:24.979Z,"As an Accountant, you will be responsible for performing various accounting and financial tasks, ensuring accuracy, compliance, and timely delivery of financial…",ng.indeed.com/applystart?jk=f192fc4a6dc0a9a9
Content Writer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦200,000 a month",Full-time,,ELVARIDAH,Lagos,,https://ng.indeed.com/company/OptimumFoodie/jobs/Content-Writer-8f3b15c06ba2bf41?fccid=e5e21cd90b02cf88&vjs=3,8f3b15c06ba2bf41,EmployerActive 4 days ago,2023-11-21T10:48:24.979Z,"Creating content which will catch maximum customers' interests.
 Monitoring the increase in traffic due to new content and take actions accordingly to improve…",ng.indeed.com/applystart?jk=8f3b15c06ba2bf41
Office Administrator,,,,UHI Security Services,Lagos,,https://ng.indeed.com/rc/clk?jk=d4d0d4f570971a8f&fccid=082478db7ecdada9&vjs=3,d4d0d4f570971a8f,PostedPosted 30+ days ago,2023-11-21T10:48:24.979Z,"Experienced with reception, front desk management, simple accounting and bookkeeping.
 Excellent computer skills especially with Microsoft Word, Excel,…",ng.indeed.com/applystart?jk=d4d0d4f570971a8f
Waitress,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦50,000 a month",Full-time,,Reposebay,Lagos,,https://ng.indeed.com/company/Reposebay/jobs/Server-5bb01a7e340e81cf?fccid=d4f9924d42893e4c&vjs=3,5bb01a7e340e81cf,EmployerActive 4 days ago,2023-11-21T10:48:24.980Z,"Provide courteous and attentive service to guests, including greeting them, taking orders, offering menu recommendations, and addressing any inquiries or…",ng.indeed.com/applystart?jk=5bb01a7e340e81cf
Pharmacy technician,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦100,000 a month",Full-time,,Toptee Medical Center,Lagos,,https://ng.indeed.com/company/TOPTEE-MEDICAL-CENTER/jobs/Pharmacy-Technician-8785cb74f4ca1586?fccid=328953e1172be9ff&vjs=3,8785cb74f4ca1586,EmployerActive 3 days ago,2023-11-21T10:48:24.980Z,"Pay is between #80,000-#100,000, based on experience.",ng.indeed.com/applystart?jk=8785cb74f4ca1586
Quality Assurance Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 - ₦200,000 a month",Full-time,,Peddle Technologies,Lagos,,https://ng.indeed.com/company/Gratis-Digital/jobs/Quality-Assurance-Analyst-3dc6794ac0d0480a?fccid=b06f4207dde1d0c8&vjs=3,3dc6794ac0d0480a,EmployerActive 2 days ago,2023-11-21T10:48:24.980Z,"As a Quality Assurance Officer at Peddle Technologies, you will play a crucial role in ensuring the delivery of top-notch products to our clients.",ng.indeed.com/applystart?jk=3dc6794ac0d0480a
Sales Agent,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 a month",Full-time,,Creed Career Hub,Lagos,,https://ng.indeed.com/company/CREED-CAREER-HUB/jobs/Sales-Representative-08552c0161220372?fccid=284450261e75e214&vjs=3,08552c0161220372,EmployerActive 4 days ago,2023-11-21T10:48:24.981Z,"Massive Recruitment!!!!! Job Title: Sales Agents Location: Ikeja, Alimosho, Ikorodu, Agege, Isolo, Kosofe, Lagos Island, Mainland, Lekki Salary: N70,000…",ng.indeed.com/applystart?jk=08552c0161220372
"Healthcare consultants,/Instructors, HR",".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦150,000 a month",Part-time,,Greatstars Services Inc,Port Harcourt,,https://ng.indeed.com/company/Greatstars-Services-Inc/jobs/Healthcare-Consultant-8675cef1cd34f463?fccid=33b8b7963fe9d942&vjs=3,8675cef1cd34f463,EmployerActive 11 days ago,2023-11-21T10:48:24.981Z,"We are looking out for a Healthcare provider, health extension workers, Admin and Instructors that will provide health education, referral and follow-up, case…",ng.indeed.com/applystart?jk=8675cef1cd34f463
Data Analyst (MIS),,,,Dangote Group,Ogun,,https://ng.indeed.com/rc/clk?jk=3c49244de54163aa&fccid=ceb9703c328d2e23&vjs=3,3c49244de54163aa,PostedPosted 10 days ago,2023-11-21T10:48:24.981Z,"As a MIS Data Analyst, you will be responsible for ensuring the effective collection, analysis, and dissemination of data and information to support the…",ng.indeed.com/applystart?jk=3c49244de54163aa
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTFePydD0fNhykPS5EL-arzICAvLBtFReOqVgwvaVGJkUN2W4-m4XmM16MwyRoBJro0H45caZ1hbdOaZeaVYajyq86UapOXYPl_AlTKYKvgBYPF_6dhKkNEhuEF0J7gSvZf50JIB0f97E1XDgmNDzcnP7RFZjQOpllDkYqnZ_y2eA-MnDyKvWv2PNauI-5HbOPijRsg9OOJLQIJUtLSiUUD2-ymyC_4gMxQ5FPO2a4L0zinQIxtl1Sv2TahjFMymqjyZ88yTsyvtqhT_vNcy8xAep_XKMqzQXvyw4NKYN8dGesOC7Mp1n8-K7sLEHvaBhztjqDK_4Njb5jREAWyr8R3l3sRiKpqLVm4tdQaNgRVXfUMg-esHxgAKIo2oGSIhLi665MUyPlSy7zoL-FTdtYVy5pkEcy3nUtOhvWRntaPPd&xkcb=SoCF-_M3I4n6BoynWh0HbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:48:24.982Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
IT AUDITOR,,,,Moniepoint,Lagos,,https://ng.indeed.com/rc/clk?jk=f7109428850e2aab&fccid=515a2c959c12a211&vjs=3,f7109428850e2aab,PostedPosted 29 days ago,2023-11-21T10:48:24.982Z,"The IT Auditor implements, monitors and measures the adequacy of control systems in the company in compliance with regulations and internal control framework.",ng.indeed.com/applystart?jk=f7109428850e2aab
Mid-level Front End Developer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 - ₦250,000 a month",Full-time,,ATAfrica,Lagos,,https://ng.indeed.com/company/FT9ja/jobs/Front-End-Developer-6cf2fe3a0a6a314e?fccid=b5d0ac61ec81048b&vjs=3,6cf2fe3a0a6a314e,EmployerActive 1 day ago,2023-11-21T10:48:24.982Z,"Collaborate with our cross-functional team to design and develop responsive web applications.
 Translate UI/UX design wireframes into high-quality code.",ng.indeed.com/applystart?jk=6cf2fe3a0a6a314e
Data & Process Specialist,,,,ING,Lagos,,https://ng.indeed.com/rc/clk?jk=153f8bd131650d07&fccid=5b16841c3468a10d&vjs=3,153f8bd131650d07,PostedPosted 20 days ago,2023-11-21T10:48:28.137Z,"At ING we are looking for Data & Process Specialist COO HOME.
 Your role and work environment:
 We are looking for a talented and enthusiastic Data & Process…",ng.indeed.com/applystart?jk=153f8bd131650d07
Management trainee,,,,Orange Groups Limited,Lagos,,https://ng.indeed.com/company/Orange-Groups/jobs/Management-Trainee-ef39e4ecfa468f64?fccid=980f310c9422020d&vjs=3,ef39e4ecfa468f64,EmployerActive 4 days ago,2023-11-21T10:48:28.137Z,"REQUIREMENTS: Basic Knowledge of management or similar/relevant field.
 Basic knowledge of MS Office.
 Strong verbal and written presentation skills.",ng.indeed.com/applystart?jk=ef39e4ecfa468f64
Administrative Assistant,,,,The International Institute of Tropical...,Oyo,,https://ng.indeed.com/rc/clk?jk=706dd3033c89438e&fccid=2b256662696afec6&vjs=3,706dd3033c89438e,PostedPosted 16 days ago,2023-11-21T10:48:28.138Z,The International Institute of Tropical Agriculture (IITA) is a not-for-profit institution that generates agricultural innovations to meet Africa’s most…,ng.indeed.com/applystart?jk=706dd3033c89438e
Customer Representative,,,,Dreams by DV8,Lagos,,https://ng.indeed.com/company/Dreams-by-dv8/jobs/Customer-Representative-7efc2b7f5ba9cde8?fccid=ef3c7d31bbca37ac&vjs=3,7efc2b7f5ba9cde8,EmployerActive 3 days ago,2023-11-21T10:48:28.138Z,"Perform all check-in and check-out tasks.
 Manage online and phone reservations.
 Inform customers about payment methods and verify their payment.",ng.indeed.com/applystart?jk=7efc2b7f5ba9cde8
Business Development Officer (Oil & Gas),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦250,000 - ₦300,000 a month",Full-time,,Terawork,Lagos,,https://ng.indeed.com/company/TERAWORK/jobs/Business-Development-Officer-444e46c41adb16a6?fccid=e73779e00a2f3c39&vjs=3,444e46c41adb16a6,EmployerActive 2 days ago,2023-11-21T10:48:28.138Z,TERAWORK is the leading online talent marketplace in Africa that helps businesses thrive by connecting them with professional talent without geographical…,ng.indeed.com/applystart?jk=444e46c41adb16a6
Receptionist,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦100,000 a month",Part-time,,BILLING COST ASSOCIATES,Lagos,,https://ng.indeed.com/company/BILLING-COST-ASSOCIATES/jobs/Receptionist-8acf32d2df05fdf6?fccid=410b75aa445a2c7a&vjs=3,8acf32d2df05fdf6,PostedPosted 30+ days ago,2023-11-21T10:48:28.139Z,"We are looking for a well-groomed, friendly hotel front desk to be responsible for welcoming guests, managing online and telephonic bookings, and verifying…",ng.indeed.com/applystart?jk=8acf32d2df05fdf6
Open Market Representative,,,,Sunlight Resources Limited,Anambra,,https://ng.indeed.com/rc/clk?jk=2fa0c874c4341946&fccid=4a6e88d54e756059&vjs=3,2fa0c874c4341946,PostedPosted 3 days ago,2023-11-21T10:48:28.140Z,"Sunlight Resources Limited is a Food & Snack Production Company situated at Mushin axis of Nigeria, who has been in business for more 16 years.",ng.indeed.com/applystart?jk=2fa0c874c4341946
Logistics Manager- Ikeja,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 a month",Full-time,,Fastestcakes.com Limited,Lagos,,https://ng.indeed.com/company/Fastestcakes/jobs/Logistics-Manager-c976cdfccee3a767?fccid=5055bb02da2970bb&vjs=3,c976cdfccee3a767,EmployerActive 4 days ago,2023-11-21T10:48:28.141Z,"We are looking for a talented logistics manager to join our team.
 In this position, you will be responsible for planning deliveries and supervising drivers to…",ng.indeed.com/applystart?jk=c976cdfccee3a767
Office Assistant,,,,Moniepoint Inc,Lagos,,https://ng.indeed.com/rc/clk?jk=97fc65d5e1992822&fccid=515a2c959c12a211&vjs=3,97fc65d5e1992822,PostedPosted 29 days ago,2023-11-21T10:48:28.142Z,"Moniepoint is a financial technology company digitising Africaâs real economy by building a financial ecosystem for businesses, providing them with all the…",ng.indeed.com/applystart?jk=97fc65d5e1992822
Recruitment Supervisor,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦500,000 a month",Full-time,,GAC Motors,Lagos,,https://ng.indeed.com/company/GAC-Motors/jobs/Recruiter-521594bacc2ff95d?fccid=d76ceae238c54a60&vjs=3,521594bacc2ff95d,PostedPosted 3 days ago,2023-11-21T10:48:28.143Z,"Solid experience in the whole recruitment process.
 The ability to participate in strategy development and to consciously formulate recruitment management tools.",ng.indeed.com/applystart?jk=521594bacc2ff95d
